ledger_id,order_id,customer,amount,date,status
led_000137,order_000137,cust_0137,1473.67,2026-08-03,paid
led_000138,order_000138,cust_0138,10771.01,2026-08-19,paid
led_000139,order_000139,cust_0139,14348.06,2026-08-11,paid
led_000140,order_000140,cust_0140,23400.3,2026-08-07,paid
led_000141,order_000141,cust_0141,16908.29,2026-08-11,paid
led_000142,order_000142,cust_0142,6347.81,2026-08-13,paid
led_000143,order_000143,cust_0143,3706.52,2026-08-21,paid
led_000144,order_000144,cust_0144,7849.93,2026-08-11,paid
led_000145,order_000145,cust_0145,23260.95,2026-08-03,paid
led_000146,order_000146,cust_0146,728.23,2026-08-20,paid
led_000147,order_000147,cust_0147,24962.13,2026-08-04,paid
led_000148,order_000148,cust_0148,2294.89,2026-08-07,paid
led_000149,order_000149,cust_0149,12894.18,2026-08-05,paid
led_000150,order_000150,cust_0150,23364.85,2026-08-03,paid
led_000151,order_000151,cust_0151,22042.12,2026-08-12,paid
led_000152,order_000152,cust_0152,7482.19,2026-08-15,paid
led_000153,order_000153,cust_0153,20926.75,2026-08-10,paid
led_000154,order_000154,cust_0154,15486.11,2026-08-21,paid
led_000155,order_000155,cust_0155,13459.05,2026-08-18,paid
led_000156,order_000156,cust_0156,7834.78,2026-08-04,paid
led_000157,order_000157,cust_0157,23503.79,2026-08-05,paid
led_000158,order_000158,cust_0158,6979.42,2026-08-04,paid
led_000159,order_000159,cust_0159,18689.21,2026-08-05,paid
led_000160,order_000160,cust_0160,7172.53,2026-08-20,paid
led_000161,order_000161,cust_0161,5660.43,2026-08-11,paid
led_000162,order_000162,cust_0162,5488.13,2026-08-21,paid
led_000163,order_000163,cust_0163,21396.36,2026-08-17,paid
led_000164,order_000164,cust_0164,12469.03,2026-08-02,paid
led_000165,order_000165,cust_0165,2761.31,2026-08-14,paid
led_000166,order_000166,cust_0166,20819.03,2026-08-02,paid
led_000167,order_000167,cust_0167,586.87,2026-08-05,paid
led_000168,order_000168,cust_0168,16109.28,2026-08-09,paid
led_000169,order_000169,cust_0169,4458.76,2026-08-15,paid
led_000170,order_000170,cust_0170,14016.17,2026-08-14,paid
led_000171,order_000171,cust_0171,14242.22,2026-08-04,paid
led_000172,order_000172,cust_0172,2343.47,2026-08-05,paid
led_000173,order_000173,cust_0173,13866.96,2026-08-12,paid
led_000174,order_000174,cust_0174,14771.48,2026-08-05,paid
led_000175,order_000175,cust_0175,11029.77,2026-08-02,paid
led_000176,order_000176,cust_0176,8052.33,2026-08-02,paid
led_000177,order_000177,cust_0177,22523.65,2026-08-07,paid
led_000178,order_000178,cust_0178,17210.63,2026-08-04,paid
led_000179,order_000179,cust_0179,9165.13,2026-08-18,paid
led_000180,order_000180,cust_0180,22161.3,2026-08-14,paid
led_000181,order_000181,cust_0181,24359.01,2026-08-05,paid
led_000182,order_000182,cust_0182,23181.21,2026-08-08,paid
led_000183,order_000183,cust_0183,21682.84,2026-08-06,paid
led_000184,order_000184,cust_0184,22094.7,2026-08-01,paid
led_000185,order_000185,cust_0185,4894.34,2026-08-11,paid
led_000186,order_000186,cust_0186,19668.47,2026-08-14,paid
led_000187,order_000187,cust_0187,20154.76,2026-08-08,paid
led_000188,order_000188,cust_0188,7036.74,2026-08-04,paid
led_000189,order_000189,cust_0189,9872.27,2026-08-02,paid
led_000190,order_000190,cust_0190,21535.53,2026-08-08,paid
led_000191,order_000191,cust_0191,5389.53,2026-08-15,paid
led_000192,order_000192,cust_0192,9066.63,2026-08-08,paid
led_000193,order_000193,cust_0193,5961.63,2026-08-07,paid
led_000194,order_000194,cust_0194,10262.42,2026-08-09,paid
led_000195,order_000195,cust_0195,21676.65,2026-08-09,paid
led_000196,order_000196,cust_0196,9103.08,2026-08-17,paid
led_000197,order_000197,cust_0197,10292.12,2026-08-18,paid
led_000198,order_000198,cust_0198,8613.17,2026-08-01,paid
led_000199,order_000199,cust_0199,3325.87,2026-08-09,paid
led_000200,order_000200,cust_0200,4874.91,2026-08-09,paid
led_000201,order_000201,cust_0201,1437.3,2026-08-20,paid
led_000202,order_000202,cust_0202,11146.81,2026-08-11,paid
led_000203,order_000203,cust_0203,11191.65,2026-08-17,paid
led_000204,order_000204,cust_0204,3333.32,2026-08-19,paid
led_000205,order_000205,cust_0205,5156.93,2026-08-02,paid
led_000206,order_000206,cust_0206,17865.24,2026-08-01,paid
led_000207,order_000207,cust_0207,13238.05,2026-08-18,paid
led_000208,order_000208,cust_0208,17328.0,2026-08-07,paid
led_000209,order_000209,cust_0209,9423.43,2026-08-03,paid
led_000210,order_000210,cust_0210,23747.42,2026-08-11,paid
led_000211,order_000211,cust_0211,15767.31,2026-08-04,paid
led_000212,order_000212,cust_0212,18133.98,2026-08-10,paid
led_000213,order_000213,cust_0213,12924.5,2026-08-14,paid
led_000214,order_000214,cust_0214,8491.48,2026-08-10,paid
led_000215,order_000215,cust_0215,14083.11,2026-08-07,paid
led_000216,order_000216,cust_0216,10800.94,2026-08-13,paid
led_000217,order_000217,cust_0217,17094.29,2026-08-06,paid
led_000218,order_000218,cust_0218,15580.12,2026-08-10,paid
led_000219,order_000219,cust_0219,10448.84,2026-08-01,paid
led_000220,order_000220,cust_0220,7944.94,2026-08-07,paid
led_000221,order_000221,cust_0221,11032.26,2026-08-19,paid
led_000222,order_000222,cust_0222,15363.21,2026-08-11,paid
led_000223,order_000223,cust_0223,11892.21,2026-08-15,paid
led_000224,order_000224,cust_0224,17052.87,2026-08-17,paid
led_000225,order_000225,cust_0225,12093.06,2026-08-06,paid
led_000226,order_000226,cust_0226,7452.77,2026-08-21,paid
led_000227,order_000227,cust_0227,15671.89,2026-08-03,paid
led_000228,order_000228,cust_0228,20551.37,2026-08-08,paid
led_000229,order_000229,cust_0229,16983.49,2026-08-08,paid
led_000230,order_000230,cust_0230,20260.79,2026-08-05,paid
led_000231,order_000231,cust_0231,1098.42,2026-08-08,paid
led_000232,order_000232,cust_0232,24606.43,2026-08-20,paid
led_000233,order_000233,cust_0233,21318.57,2026-08-03,paid
led_000234,order_000234,cust_0234,11657.7,2026-08-21,paid
led_000235,order_000235,cust_0235,14603.94,2026-08-13,paid
led_000236,order_000236,cust_0236,12612.24,2026-08-08,paid
led_000237,order_000237,cust_0237,4115.5,2026-08-01,paid
led_000238,order_000238,cust_0238,22370.17,2026-08-04,paid
led_000239,order_000239,cust_0239,19571.3,2026-08-08,paid
led_000240,order_000240,cust_0240,4809.22,2026-08-17,paid
led_000241,order_000241,cust_0241,11881.47,2026-08-18,paid
led_000242,order_000242,cust_0242,6605.36,2026-08-04,paid
led_000243,order_000243,cust_0243,11683.31,2026-08-15,paid
led_000244,order_000244,cust_0244,16855.65,2026-08-18,paid
led_000245,order_000245,cust_0245,15088.58,2026-08-15,paid
led_000246,order_000246,cust_0246,15509.98,2026-08-17,paid
led_000247,order_000247,cust_0247,10955.15,2026-08-18,paid
led_000248,order_000248,cust_0248,11424.88,2026-08-06,paid
led_000249,order_000249,cust_0249,18719.56,2026-08-16,paid
led_000250,order_000250,cust_0250,11526.71,2026-08-08,paid
led_000251,order_000251,cust_0251,21076.64,2026-08-09,paid
led_000252,order_000252,cust_0252,19262.44,2026-08-17,paid
led_000253,order_000253,cust_0253,12372.63,2026-08-08,paid
led_000254,order_000254,cust_0254,7227.64,2026-08-03,paid
led_000255,order_000255,cust_0255,17981.85,2026-08-08,paid
led_000256,order_000256,cust_0256,7157.02,2026-08-11,paid
led_000257,order_000257,cust_0257,22379.16,2026-08-03,paid
led_000258,order_000258,cust_0258,3890.16,2026-08-08,paid
led_000259,order_000259,cust_0259,9884.36,2026-08-05,paid
led_000260,order_000260,cust_0260,17807.27,2026-08-03,paid
led_000261,order_000261,cust_0261,10664.26,2026-08-11,paid
led_000262,order_000262,cust_0262,13793.97,2026-08-14,paid
led_000263,order_000263,cust_0263,2025.51,2026-08-14,paid
led_000264,order_000264,cust_0264,10042.18,2026-08-19,paid
led_000265,order_000265,cust_0265,23678.52,2026-08-01,paid
led_000266,order_000266,cust_0266,21489.93,2026-08-19,paid
led_000267,order_000267,cust_0267,9819.34,2026-08-01,paid
led_000268,order_000268,cust_0268,23597.17,2026-08-10,paid
led_000269,order_000269,cust_0269,18960.14,2026-08-14,paid
led_000270,order_000270,cust_0270,13686.4,2026-08-18,paid
led_000271,order_000271,cust_0271,20096.77,2026-08-08,paid
led_000272,order_000272,cust_0272,12461.62,2026-08-09,paid
led_000273,order_000273,cust_0273,11177.98,2026-08-01,paid
led_000274,order_000274,cust_0274,10027.0,2026-08-13,paid
led_000275,order_000275,cust_0275,18242.44,2026-08-15,paid
led_000276,order_000276,cust_0276,23028.77,2026-08-20,paid
led_000277,order_000277,cust_0277,13586.03,2026-08-13,paid
led_000278,order_000278,cust_0278,15001.37,2026-08-01,paid
led_000279,order_000279,cust_0279,2556.71,2026-08-14,paid
led_000280,order_000280,cust_0280,3824.64,2026-08-15,paid
led_000281,order_000281,cust_0281,4952.36,2026-08-09,paid
led_000282,order_000282,cust_0282,9788.04,2026-08-07,paid
led_000283,order_000283,cust_0283,11640.13,2026-08-11,paid
led_000284,order_000284,cust_0284,19150.13,2026-08-13,paid
led_000285,order_000285,cust_0285,7317.29,2026-08-14,paid
led_000286,order_000286,cust_0286,6680.65,2026-08-03,paid
led_000287,order_000287,cust_0287,12022.52,2026-08-18,paid
led_000288,order_000288,cust_0288,1776.1,2026-08-12,paid
led_000289,order_000289,cust_0289,5993.44,2026-08-03,paid
led_000290,order_000290,cust_0290,19640.21,2026-08-21,paid
led_000291,order_000291,cust_0291,1486.32,2026-08-01,paid
led_000292,order_000292,cust_0292,23765.49,2026-08-07,paid
led_000293,order_000293,cust_0293,21061.11,2026-08-20,paid
led_000294,order_000294,cust_0294,4233.37,2026-08-05,paid
led_000295,order_000295,cust_0295,12102.25,2026-08-04,paid
led_000296,order_000296,cust_0296,14317.25,2026-08-07,paid
led_000297,order_000297,cust_0297,11893.33,2026-08-09,paid
led_000298,order_000298,cust_0298,19289.0,2026-08-06,paid
led_000299,order_000299,cust_0299,15344.37,2026-08-04,paid
led_000300,order_000300,cust_0300,19555.9,2026-08-06,paid
led_000301,order_000301,cust_0301,24135.66,2026-08-04,paid
led_000302,order_000302,cust_0302,14677.78,2026-08-10,paid
led_000303,order_000303,cust_0303,14607.02,2026-08-13,paid
led_000304,order_000304,cust_0304,10218.03,2026-08-07,paid
led_000305,order_000305,cust_0305,2361.91,2026-08-21,paid
led_000306,order_000306,cust_0306,6449.81,2026-08-10,paid
led_000307,order_000307,cust_0307,21332.18,2026-08-20,paid
led_000308,order_000308,cust_0308,20235.44,2026-08-19,paid
led_000309,order_000309,cust_0309,19674.57,2026-08-12,paid
led_000310,order_000310,cust_0310,13552.26,2026-08-12,paid
led_000311,order_000311,cust_0311,2189.44,2026-08-21,paid
led_000312,order_000312,cust_0312,8860.16,2026-08-14,paid
led_000313,order_000313,cust_0313,20647.11,2026-08-04,paid
led_000314,order_000314,cust_0314,11121.32,2026-08-12,paid
led_000315,order_000315,cust_0315,16071.84,2026-08-15,paid
led_000316,order_000316,cust_0316,17829.06,2026-08-14,paid
led_000317,order_000317,cust_0317,4815.36,2026-08-17,paid
led_000318,order_000318,cust_0318,24154.11,2026-08-09,paid
led_000319,order_000319,cust_0319,15589.85,2026-08-18,paid
led_000320,order_000320,cust_0320,19478.72,2026-08-15,paid
led_000321,order_000321,cust_0321,11171.58,2026-08-19,paid
led_000322,order_000322,cust_0322,7075.69,2026-08-08,paid
led_000323,order_000323,cust_0323,20852.91,2026-08-03,paid
led_000324,order_000324,cust_0324,7333.74,2026-08-15,paid
led_000325,order_000325,cust_0325,6474.65,2026-08-15,paid
led_000326,order_000326,cust_0326,14461.32,2026-08-13,paid
led_000327,order_000327,cust_0327,8741.72,2026-08-16,paid
led_000328,order_000328,cust_0328,21348.34,2026-08-06,paid
led_000329,order_000329,cust_0329,12444.97,2026-08-12,paid
led_000330,order_000330,cust_0330,20046.89,2026-08-11,paid
led_000331,order_000331,cust_0331,7351.63,2026-08-20,paid
led_000332,order_000332,cust_0332,17679.0,2026-08-09,paid
led_000333,order_000333,cust_0333,14116.88,2026-08-17,paid
led_000334,order_000334,cust_0334,23727.53,2026-08-03,paid
led_000335,order_000335,cust_0335,6413.22,2026-08-14,paid
led_000336,order_000336,cust_0336,12470.16,2026-08-08,paid
led_000337,order_000337,cust_0337,17419.93,2026-08-21,paid
led_000338,order_000338,cust_0338,17940.14,2026-08-15,paid
led_000339,order_000339,cust_0339,19926.86,2026-08-03,paid
led_000340,order_000340,cust_0340,7708.77,2026-08-13,paid
led_000341,order_000341,cust_0341,17448.79,2026-08-10,paid
led_000342,order_000342,cust_0342,16767.02,2026-08-12,paid
led_000343,order_000343,cust_0343,12094.88,2026-08-17,paid
led_000344,order_000344,cust_0344,8922.06,2026-08-18,paid
led_000345,order_000345,cust_0345,8604.39,2026-08-15,paid
led_000346,order_000346,cust_0346,7137.45,2026-08-09,paid
led_000347,order_000347,cust_0347,6148.18,2026-08-07,paid
led_000348,order_000348,cust_0348,8230.92,2026-08-18,paid
led_000349,order_000349,cust_0349,23796.5,2026-08-06,paid
led_000350,order_000350,cust_0350,5192.75,2026-08-16,paid
led_000351,order_000351,cust_0351,7274.24,2026-08-19,paid
led_000352,order_000352,cust_0352,24426.87,2026-08-17,paid
led_000353,order_000353,cust_0353,15121.37,2026-08-04,paid
led_000354,order_000354,cust_0354,20899.39,2026-08-10,paid
led_000355,order_000355,cust_0355,6073.34,2026-08-06,paid
led_000356,order_000356,cust_0356,7905.56,2026-08-18,paid
led_000357,order_000357,cust_0357,3601.28,2026-08-02,paid
led_000358,order_000358,cust_0358,24370.23,2026-08-18,paid
led_000359,order_000359,cust_0359,7657.35,2026-08-05,paid
led_000360,order_000360,cust_0360,16127.81,2026-08-16,paid
led_000361,order_000361,cust_0361,3013.4,2026-08-01,paid
led_000362,order_000362,cust_0362,14564.57,2026-08-16,paid
led_000363,order_000363,cust_0363,12228.5,2026-08-11,paid
led_000364,order_000364,cust_0364,5016.91,2026-08-02,paid
led_000365,order_000365,cust_0365,6685.72,2026-08-16,paid
led_000366,order_000366,cust_0366,3295.13,2026-08-03,paid
led_000367,order_000367,cust_0367,10317.33,2026-08-03,paid
led_000368,order_000368,cust_0368,14637.02,2026-08-02,paid
led_000369,order_000369,cust_0369,4217.31,2026-08-19,paid
led_000370,order_000370,cust_0370,23753.58,2026-08-03,paid
led_000371,order_000371,cust_0371,24850.99,2026-08-04,paid
led_000372,order_000372,cust_0372,14172.79,2026-08-14,paid
led_000373,order_000373,cust_0373,15354.78,2026-08-20,paid
led_000374,order_000374,cust_0374,6029.33,2026-08-17,paid
led_000375,order_000375,cust_0375,9819.26,2026-08-15,paid
led_000376,order_000376,cust_0376,7785.15,2026-08-19,paid
led_000377,order_000377,cust_0377,24755.77,2026-08-10,paid
led_000378,order_000378,cust_0378,14431.42,2026-08-02,paid
led_000379,order_000379,cust_0379,15435.96,2026-08-04,paid
led_000380,order_000380,cust_0380,23715.96,2026-08-07,paid
led_000381,order_000381,cust_0381,15825.12,2026-08-09,paid
led_000382,order_000382,cust_0382,16680.49,2026-08-06,paid
led_000383,order_000383,cust_0383,6376.7,2026-08-18,paid
led_000384,order_000384,cust_0384,2339.09,2026-08-01,paid
led_000385,order_000385,cust_0385,10508.68,2026-08-20,paid
led_000386,order_000386,cust_0386,12012.86,2026-08-02,paid
led_000387,order_000387,cust_0387,6171.17,2026-08-10,paid
led_000388,order_000388,cust_0388,17723.2,2026-08-15,paid
led_000389,order_000389,cust_0389,2243.9,2026-08-08,paid
led_000390,order_000390,cust_0390,23135.82,2026-08-21,paid
led_000391,order_000391,cust_0391,14949.84,2026-08-07,paid
led_000392,order_000392,cust_0392,10915.9,2026-08-18,paid
led_000393,order_000393,cust_0393,6007.83,2026-08-05,paid
led_000394,order_000394,cust_0394,22756.08,2026-08-05,paid
led_000395,order_000395,cust_0395,2249.54,2026-08-06,paid
led_000396,order_000396,cust_0396,19919.4,2026-08-20,paid
led_000397,order_000397,cust_0397,18849.46,2026-08-19,paid
led_000398,order_000398,cust_0398,23069.22,2026-08-15,paid
led_000399,order_000399,cust_0399,3546.66,2026-08-10,paid
led_000400,order_000400,cust_0400,17643.48,2026-08-09,paid
led_000401,order_000401,cust_0401,12761.57,2026-08-16,paid
led_000402,order_000402,cust_0402,11225.09,2026-08-20,paid
led_000403,order_000403,cust_0403,1476.59,2026-08-14,paid
led_000404,order_000404,cust_0404,18496.08,2026-08-20,paid
led_000405,order_000405,cust_0405,6634.01,2026-08-03,paid
led_000406,order_000406,cust_0406,6108.65,2026-08-19,paid
led_000407,order_000407,cust_0407,14884.51,2026-08-01,paid
led_000408,order_000408,cust_0408,24989.52,2026-08-09,paid
led_000409,order_000409,cust_0409,14618.05,2026-08-06,paid
led_000410,order_000410,cust_0410,12027.27,2026-08-21,paid
led_000411,order_000411,cust_0411,11334.62,2026-08-09,paid
led_000412,order_000412,cust_0412,4946.48,2026-08-19,paid
led_000413,order_000413,cust_0413,11179.18,2026-08-16,paid
led_000414,order_000414,cust_0414,24241.85,2026-08-16,paid
led_000415,order_000415,cust_0415,9025.05,2026-08-11,paid
led_000416,order_000416,cust_0416,8365.93,2026-08-04,paid
led_000417,order_000417,cust_0417,21514.46,2026-08-11,paid
led_000418,order_000418,cust_0418,10585.3,2026-08-16,paid
led_000419,order_000419,cust_0419,7561.34,2026-08-13,paid
led_000420,order_000420,cust_0420,20432.37,2026-08-18,paid
led_000421,order_000421,cust_0421,1399.08,2026-08-03,paid
led_000422,order_000422,cust_0422,8205.67,2026-08-11,paid
led_000423,order_000423,cust_0423,3340.08,2026-08-13,paid
led_000424,order_000424,cust_0424,21690.31,2026-08-01,paid
led_000425,order_000425,cust_0425,16612.68,2026-08-18,paid
led_000426,order_000426,cust_0426,11818.42,2026-08-02,paid
led_000427,order_000427,cust_0427,5095.77,2026-08-12,paid
led_000428,order_000428,cust_0428,15754.53,2026-08-16,paid
led_000429,order_000429,cust_0429,15822.51,2026-08-02,paid
led_000430,order_000430,cust_0430,5487.18,2026-08-18,paid
led_000431,order_000431,cust_0431,3709.82,2026-08-10,paid
led_000432,order_000432,cust_0432,11233.84,2026-08-16,paid
led_000433,order_000433,cust_0433,3474.94,2026-08-21,paid
led_000434,order_000434,cust_0434,15417.36,2026-08-08,paid
led_000435,order_000435,cust_0435,17889.68,2026-08-10,paid
led_000436,order_000436,cust_0436,13995.56,2026-08-18,paid
led_000437,order_000437,cust_0437,10495.77,2026-08-08,paid
led_000438,order_000438,cust_0438,24810.3,2026-08-04,paid
led_000439,order_000439,cust_0439,11805.47,2026-08-04,paid
led_000440,order_000440,cust_0440,16368.89,2026-08-05,paid
led_000441,order_000441,cust_0441,12710.2,2026-08-10,paid
led_000442,order_000442,cust_0442,12967.36,2026-08-09,paid
led_000443,order_000443,cust_0443,10679.51,2026-08-16,paid
led_000444,order_000444,cust_0444,24515.99,2026-08-08,paid
led_000445,order_000445,cust_0445,11691.27,2026-08-05,paid
led_000446,order_000446,cust_0446,9897.86,2026-08-20,paid
led_000447,order_000447,cust_0447,12951.9,2026-08-05,paid
led_000448,order_000448,cust_0448,7268.06,2026-08-14,paid
led_000449,order_000449,cust_0449,8826.94,2026-08-17,paid
led_000450,order_000450,cust_0450,7045.73,2026-08-01,paid
