settlement_id,payment_id,order_id,gross_amount,fee,tax,refund_amount,settled_amount,settlement_date,utr
stl_000062,pay_000062,order_000062,18896.51,377.93,68.03,0.0,18450.55,2026-08-23,UTR100062
stl_000063,pay_000063,order_000063,8834.3,176.69,31.8,0.0,8625.81,2026-08-12,UTR100063
stl_000064,pay_000064,order_000064,11151.75,223.03,40.15,0.0,10888.57,2026-08-17,UTR100064
stl_000065,pay_000065,order_000065,579.51,11.59,2.09,0.0,565.83,2026-08-11,UTR100065
stl_000066,pay_000066,order_000066,24311.26,486.23,87.52,0.0,23737.51,2026-08-08,UTR100066
stl_000067,pay_000067,order_000067,12938.2,258.76,46.58,0.0,12632.86,2026-08-06,UTR100067
stl_000068,pay_000068,order_000068,21827.7,436.55,78.58,0.0,21312.57,2026-08-12,UTR100068
stl_000069,pay_000069,order_000069,21120.9,422.42,76.04,0.0,20622.44,2026-08-19,UTR100069
stl_000070,pay_000070,order_000070,15419.77,308.4,55.51,0.0,15055.86,2026-08-07,UTR100070
stl_000071,pay_000071,order_000071,9660.89,193.22,34.78,0.0,9432.89,2026-08-08,UTR100071
stl_000072,pay_000072,order_000072,13714.79,274.3,49.37,0.0,13391.12,2026-08-19,UTR100072
stl_000073,pay_000073,order_000073,23003.09,460.06,82.81,0.0,22460.22,2026-08-22,UTR100073
stl_000074,pay_000074,order_000074,8441.82,168.84,30.39,0.0,8242.59,2026-08-03,UTR100074
stl_000075,pay_000075,order_000075,3240.76,64.82,11.67,0.0,3164.27,2026-08-14,UTR100075
stl_000076,pay_000076,order_000076,22028.69,440.57,79.3,0.0,21508.82,2026-08-12,UTR100076
stl_000077,pay_000077,order_000077,6366.58,127.33,22.92,0.0,6216.33,2026-08-10,UTR100077
stl_000078,pay_000078,order_000078,22011.24,440.22,79.24,0.0,21491.78,2026-08-05,UTR100078
stl_000079,pay_000079,order_000079,2598.51,51.97,9.35,0.0,2537.19,2026-08-18,UTR100079
stl_000080,pay_000080,order_000080,20492.57,409.85,73.77,0.0,20008.95,2026-08-20,UTR100080
stl_000081,pay_000081,order_000081,19262.94,385.26,69.35,0.0,18808.33,2026-08-07,UTR100081
stl_000082,pay_000082,order_000082,16663.9,333.28,59.99,0.0,16270.63,2026-08-20,UTR100082
stl_000083,pay_000083,order_000083,4545.61,90.91,16.36,0.0,4438.34,2026-08-19,UTR100083
stl_000084,pay_000084,order_000084,21874.61,437.49,78.75,0.0,21358.37,2026-08-16,UTR100084
stl_000085,pay_000085,order_000085,24126.89,482.54,86.86,0.0,23557.49,2026-08-20,UTR100085
stl_000086,pay_000086,order_000086,19004.0,380.08,68.41,0.0,18555.51,2026-08-09,UTR100086
stl_000087,pay_000087,order_000087,17967.25,359.35,64.68,0.0,17543.22,2026-08-15,UTR100087
stl_000088,pay_000088,order_000088,24881.16,497.62,89.57,0.0,24293.97,2026-08-23,UTR100088
stl_000089,pay_000089,order_000089,9648.8,192.98,34.74,0.0,9421.08,2026-08-19,UTR100089
stl_000090,pay_000090,order_000090,11561.41,231.23,41.62,0.0,11288.56,2026-08-10,UTR100090
stl_000091,pay_000091,order_000091,6005.08,120.1,21.62,0.0,5863.36,2026-08-13,UTR100091
stl_000092,pay_000092,order_000092,1015.34,20.31,3.66,0.0,991.37,2026-08-20,UTR100092
stl_000093,pay_000093,order_000093,6137.81,122.76,22.1,0.0,5992.95,2026-08-10,UTR100093
stl_000094,pay_000094,order_000094,676.18,13.52,2.43,0.0,660.23,2026-08-23,UTR100094
stl_000095,pay_000095,order_000095,1942.41,38.85,6.99,0.0,1896.57,2026-08-05,UTR100095
stl_000096,pay_000096,order_000096,22682.79,453.66,81.66,0.0,22147.47,2026-08-13,UTR100096
stl_000097,pay_000097,order_000097,2236.01,44.72,8.05,0.0,2183.24,2026-08-10,UTR100097
stl_000098,pay_000098,order_000098,7322.69,146.45,26.36,0.0,7149.88,2026-08-18,UTR100098
stl_000099,pay_000099,order_000099,5748.8,114.98,20.7,0.0,5613.12,2026-08-07,UTR100099
stl_000100,pay_000100,order_000100,18222.14,364.44,65.6,0.0,17792.1,2026-08-21,UTR100100
stl_000101,pay_000101,order_000101,14617.19,292.34,52.62,0.0,14272.23,2026-08-10,UTR100101
stl_000102,pay_000102,order_000102,19723.18,394.46,71.0,0.0,19257.72,2026-08-16,UTR100102
stl_000103,pay_000103,order_000103,5165.04,103.3,18.59,0.0,5043.15,2026-08-06,UTR100103
stl_000104,pay_000104,order_000104,16645.08,332.9,59.92,0.0,16252.26,2026-08-14,UTR100104
stl_000105,pay_000105,order_000105,10877.68,217.55,39.16,0.0,10620.97,2026-08-17,UTR100105
stl_000106,pay_000106,order_000106,21664.0,433.28,77.99,0.0,21152.73,2026-08-04,UTR100106
stl_000107,pay_000107,order_000107,16997.43,339.95,61.19,0.0,16596.29,2026-08-23,UTR100107
stl_000108,pay_000108,order_000108,2911.24,58.22,10.48,0.0,2842.54,2026-08-15,UTR100108
stl_000109,pay_000109,order_000109,18341.23,366.82,66.03,0.0,17908.38,2026-08-06,UTR100109
stl_000110,pay_000110,order_000110,6592.08,131.84,23.73,0.0,6436.51,2026-08-09,UTR100110
stl_000111,pay_000111,order_000111,13639.0,272.78,49.1,0.0,13317.12,2026-08-07,UTR100111
stl_000112,pay_000112,order_000112,10836.1,216.72,39.01,0.0,10580.37,2026-08-11,UTR100112
stl_000113,pay_000113,order_000113,11834.39,236.69,42.6,0.0,11555.1,2026-08-05,UTR100113
stl_000114,pay_000114,order_000114,11356.7,227.13,40.88,0.0,11088.69,2026-08-20,UTR100114
stl_000115,pay_000115,order_000115,2898.76,57.98,10.44,0.0,2830.34,2026-08-23,UTR100115
stl_000116,pay_000116,order_000116,24982.42,499.65,89.94,0.0,24392.83,2026-08-03,UTR100116
stl_000117,pay_000117,order_000117,24240.41,484.81,87.27,0.0,23668.33,2026-08-10,UTR100117
stl_000118,pay_000118,order_000118,4574.62,91.49,16.47,0.0,4466.66,2026-08-18,UTR100118
stl_000119,pay_000119,order_000119,12293.28,245.87,44.26,0.0,12003.15,2026-08-15,UTR100119
stl_000120,pay_000120,order_000120,22609.85,452.2,81.4,0.0,22076.25,2026-08-08,UTR100120
stl_000121,pay_000121,order_000121,9784.84,195.7,35.23,0.0,9553.91,2026-08-15,UTR100121
stl_000122,pay_000122,order_000122,6997.47,139.95,25.19,0.0,6832.33,2026-08-17,UTR100122
stl_000123,pay_000123,order_000123,7488.61,149.77,26.96,0.0,7311.88,2026-08-20,UTR100123
stl_000124,pay_000124,order_000124,16715.85,334.32,60.18,0.0,16321.35,2026-08-18,UTR100124
stl_000125,pay_000125,order_000125,4292.52,85.85,15.45,0.0,4191.22,2026-08-12,UTR100125
stl_000126,pay_000126,order_000126,5833.67,116.67,21.0,0.0,5696.0,2026-08-04,UTR100126
stl_000127,pay_000127,order_000127,14689.92,293.8,52.88,0.0,14343.24,2026-08-20,UTR100127
stl_000128,pay_000128,order_000128,1993.46,39.87,7.18,0.0,1946.41,2026-08-13,UTR100128
stl_000129,pay_000129,order_000129,1900.55,38.01,6.84,0.0,1855.7,2026-08-21,UTR100129
stl_000130,pay_000130,order_000130,12181.32,243.63,43.85,0.0,11893.84,2026-08-19,UTR100130
stl_000131,pay_000131,order_000131,4357.1,87.14,15.69,0.0,4254.27,2026-08-19,UTR100131
stl_000132,pay_000132,order_000132,2462.73,49.25,8.87,0.0,2404.61,2026-08-08,UTR100132
stl_000133,pay_000133,order_000133,2178.77,43.58,7.84,0.0,2127.35,2026-08-05,UTR100133
stl_000134,pay_000134,order_000134,17042.71,340.85,61.35,0.0,16640.51,2026-08-10,UTR100134
stl_000135,pay_000135,order_000135,10392.5,207.85,37.41,0.0,10147.24,2026-08-21,UTR100135
stl_000136,pay_000136,order_000136,6532.28,130.65,23.52,0.0,6378.11,2026-08-22,UTR100136
stl_000137,pay_000137,order_000137,1473.67,29.47,5.3,0.0,1438.9,2026-08-05,UTR100137
stl_000138,pay_000138,order_000138,10771.01,215.42,38.78,0.0,10516.81,2026-08-21,UTR100138
stl_000139,pay_000139,order_000139,14348.06,286.96,51.65,0.0,14009.45,2026-08-13,UTR100139
stl_000140,pay_000140,order_000140,23400.3,468.01,84.24,0.0,22848.05,2026-08-09,UTR100140
stl_000141,pay_000141,order_000141,16908.29,338.17,60.87,0.0,16509.25,2026-08-13,UTR100141
stl_000142,pay_000142,order_000142,6347.81,126.96,22.85,0.0,6198.0,2026-08-15,UTR100142
stl_000143,pay_000143,order_000143,3706.52,74.13,13.34,0.0,3619.05,2026-08-23,UTR100143
stl_000144,pay_000144,order_000144,7849.93,157.0,28.26,0.0,7664.67,2026-08-13,UTR100144
stl_000145,pay_000145,order_000145,23260.95,465.22,83.74,0.0,22711.99,2026-08-05,UTR100145
stl_000146,pay_000146,order_000146,728.23,14.56,2.62,0.0,711.05,2026-08-22,UTR100146
stl_000147,pay_000147,order_000147,24962.13,499.24,89.86,0.0,24373.03,2026-08-06,UTR100147
stl_000148,pay_000148,order_000148,2294.89,45.9,8.26,0.0,2240.73,2026-08-09,UTR100148
stl_000149,pay_000149,order_000149,12894.18,257.88,46.42,0.0,12589.88,2026-08-07,UTR100149
stl_000150,pay_000150,order_000150,23364.85,467.3,84.11,0.0,22813.44,2026-08-05,UTR100150
stl_000151,pay_000151,order_000151,22042.12,440.84,79.35,0.0,21521.93,2026-08-14,UTR100151
stl_000152,pay_000152,order_000152,7482.19,149.64,26.94,0.0,7305.61,2026-08-17,UTR100152
stl_000153,pay_000153,order_000153,20926.75,418.54,75.34,0.0,20432.87,2026-08-12,UTR100153
stl_000154,pay_000154,order_000154,15486.11,309.72,55.75,0.0,15120.64,2026-08-23,UTR100154
stl_000155,pay_000155,order_000155,13459.05,269.18,48.45,0.0,13141.42,2026-08-20,UTR100155
stl_000156,pay_000156,order_000156,7834.78,156.7,28.21,0.0,7649.87,2026-08-06,UTR100156
stl_000157,pay_000157,order_000157,23503.79,470.08,84.61,0.0,22949.1,2026-08-07,UTR100157
stl_000158,pay_000158,order_000158,6979.42,139.59,25.13,0.0,6814.7,2026-08-06,UTR100158
stl_000159,pay_000159,order_000159,18689.21,373.78,67.28,0.0,18248.15,2026-08-07,UTR100159
stl_000160,pay_000160,order_000160,7172.53,143.45,25.82,0.0,7003.26,2026-08-22,UTR100160
stl_000161,pay_000161,order_000161,5660.43,113.21,20.38,0.0,5526.84,2026-08-13,UTR100161
stl_000162,pay_000162,order_000162,5488.13,109.76,19.76,0.0,5358.61,2026-08-23,UTR100162
stl_000163,pay_000163,order_000163,21396.36,427.93,77.03,0.0,20891.4,2026-08-19,UTR100163
stl_000164,pay_000164,order_000164,12469.03,249.38,44.89,0.0,12174.76,2026-08-04,UTR100164
stl_000165,pay_000165,order_000165,2761.31,55.23,9.94,0.0,2696.14,2026-08-16,UTR100165
stl_000166,pay_000166,order_000166,20819.03,416.38,74.95,0.0,20327.7,2026-08-04,UTR100166
stl_000167,pay_000167,order_000167,586.87,11.74,2.11,0.0,573.02,2026-08-07,UTR100167
stl_000168,pay_000168,order_000168,16109.28,322.19,57.99,0.0,15729.1,2026-08-11,UTR100168
stl_000169,pay_000169,order_000169,4458.76,89.18,16.05,0.0,4353.53,2026-08-17,UTR100169
stl_000170,pay_000170,order_000170,14016.17,280.32,50.46,0.0,13685.39,2026-08-16,UTR100170
stl_000171,pay_000171,order_000171,14242.22,284.84,51.27,0.0,13906.11,2026-08-06,UTR100171
stl_000172,pay_000172,order_000172,2343.47,46.87,8.44,0.0,2288.16,2026-08-07,UTR100172
stl_000173,pay_000173,order_000173,13866.96,277.34,49.92,0.0,13539.7,2026-08-14,UTR100173
stl_000174,pay_000174,order_000174,14771.48,295.43,53.18,0.0,14422.87,2026-08-07,UTR100174
stl_000175,pay_000175,order_000175,11029.77,220.6,39.71,0.0,10769.46,2026-08-04,UTR100175
stl_000176,pay_000176,order_000176,8052.33,161.05,28.99,0.0,7862.29,2026-08-04,UTR100176
stl_000177,pay_000177,order_000177,22523.65,450.47,81.08,0.0,21992.1,2026-08-09,UTR100177
stl_000178,pay_000178,order_000178,17210.63,344.21,61.96,0.0,16804.46,2026-08-06,UTR100178
stl_000179,pay_000179,order_000179,9165.13,183.3,32.99,0.0,8948.84,2026-08-20,UTR100179
stl_000180,pay_000180,order_000180,22161.3,443.23,79.78,0.0,21638.29,2026-08-16,UTR100180
stl_000181,pay_000181,order_000181,24359.01,487.18,87.69,0.0,23784.14,2026-08-07,UTR100181
stl_000182,pay_000182,order_000182,23181.21,463.62,83.45,0.0,22634.14,2026-08-10,UTR100182
stl_000183,pay_000183,order_000183,21682.84,433.66,78.06,0.0,21171.12,2026-08-08,UTR100183
stl_000184,pay_000184,order_000184,22094.7,441.89,79.54,0.0,21573.27,2026-08-03,UTR100184
stl_000185,pay_000185,order_000185,4894.34,97.89,17.62,0.0,4778.83,2026-08-13,UTR100185
stl_000186,pay_000186,order_000186,19668.47,393.37,70.81,0.0,19204.29,2026-08-16,UTR100186
stl_000187,pay_000187,order_000187,20154.76,403.1,72.56,0.0,19679.1,2026-08-10,UTR100187
stl_000188,pay_000188,order_000188,7036.74,140.73,25.33,0.0,6870.68,2026-08-06,UTR100188
stl_000189,pay_000189,order_000189,9872.27,197.45,35.54,0.0,9639.28,2026-08-04,UTR100189
stl_000190,pay_000190,order_000190,21535.53,430.71,77.53,0.0,21027.29,2026-08-10,UTR100190
stl_000191,pay_000191,order_000191,5389.53,107.79,19.4,0.0,5262.34,2026-08-17,UTR100191
stl_000192,pay_000192,order_000192,9066.63,181.33,32.64,0.0,8852.66,2026-08-10,UTR100192
stl_000193,pay_000193,order_000193,5961.63,119.23,21.46,0.0,5820.94,2026-08-09,UTR100193
stl_000194,pay_000194,order_000194,10262.42,205.25,36.95,0.0,10020.22,2026-08-11,UTR100194
stl_000195,pay_000195,order_000195,21676.65,433.53,78.04,0.0,21165.08,2026-08-11,UTR100195
stl_000196,pay_000196,order_000196,9103.08,182.06,32.77,0.0,8888.25,2026-08-19,UTR100196
stl_000197,pay_000197,order_000197,10292.12,205.84,37.05,0.0,10049.23,2026-08-20,UTR100197
stl_000198,pay_000198,order_000198,8613.17,172.26,31.01,0.0,8409.9,2026-08-03,UTR100198
stl_000199,pay_000199,order_000199,3325.87,66.52,11.97,0.0,3247.38,2026-08-11,UTR100199
stl_000200,pay_000200,order_000200,4874.91,97.5,17.55,0.0,4759.86,2026-08-11,UTR100200
stl_000201,pay_000201,order_000201,1437.3,28.75,5.17,0.0,1403.38,2026-08-22,UTR100201
stl_000202,pay_000202,order_000202,11146.81,222.94,40.13,0.0,10883.74,2026-08-13,UTR100202
stl_000203,pay_000203,order_000203,11191.65,223.83,40.29,0.0,10927.53,2026-08-19,UTR100203
stl_000204,pay_000204,order_000204,3333.32,66.67,12.0,0.0,3254.65,2026-08-21,UTR100204
stl_000205,pay_000205,order_000205,5156.93,103.14,18.57,0.0,5035.22,2026-08-04,UTR100205
stl_000206,pay_000206,order_000206,17865.24,357.3,64.31,0.0,17443.63,2026-08-03,UTR100206
stl_000207,pay_000207,order_000207,13238.05,264.76,47.66,0.0,12925.63,2026-08-20,UTR100207
stl_000208,pay_000208,order_000208,17328.0,346.56,62.38,0.0,16919.06,2026-08-09,UTR100208
stl_000209,pay_000209,order_000209,9423.43,188.47,33.92,0.0,9201.04,2026-08-05,UTR100209
stl_000210,pay_000210,order_000210,23747.42,474.95,85.49,0.0,23186.98,2026-08-13,UTR100210
stl_000211,pay_000211,order_000211,15767.31,315.35,56.76,0.0,15395.2,2026-08-06,UTR100211
stl_000212,pay_000212,order_000212,18133.98,362.68,65.28,0.0,17706.02,2026-08-12,UTR100212
stl_000213,pay_000213,order_000213,12924.5,258.49,46.53,0.0,12619.48,2026-08-16,UTR100213
stl_000214,pay_000214,order_000214,8491.48,169.83,30.57,0.0,8291.08,2026-08-12,UTR100214
stl_000215,pay_000215,order_000215,14083.11,281.66,50.7,0.0,13750.75,2026-08-09,UTR100215
stl_000216,pay_000216,order_000216,10800.94,216.02,38.88,0.0,10546.04,2026-08-15,UTR100216
stl_000217,pay_000217,order_000217,17094.29,341.89,61.54,0.0,16690.86,2026-08-08,UTR100217
stl_000218,pay_000218,order_000218,15580.12,311.6,56.09,0.0,15212.43,2026-08-12,UTR100218
stl_000219,pay_000219,order_000219,10448.84,208.98,37.62,0.0,10202.24,2026-08-03,UTR100219
stl_000220,pay_000220,order_000220,7944.94,158.9,28.6,0.0,7757.44,2026-08-09,UTR100220
stl_000221,pay_000221,order_000221,11032.26,220.65,39.72,0.0,10771.89,2026-08-21,UTR100221
stl_000222,pay_000222,order_000222,15363.21,307.26,55.31,4608.96,10391.68,2026-08-13,UTR100222
stl_000223,pay_000223,order_000223,11892.21,237.84,42.81,0.0,11611.56,2026-08-17,UTR100223
stl_000224,pay_000223,order_000223,11892.21,237.84,42.81,0.0,11611.56,2026-08-17,UTR100223
stl_000225,pay_000225,order_000225,12093.06,241.86,43.53,0.0,11779.61,2026-08-08,UTR100225
stl_000226,pay_000226,order_000226,7452.77,149.06,26.83,0.0,7276.88,2026-08-23,UTR100226
stl_000227,pay_000227,order_000227,15671.89,313.44,56.42,0.0,15302.03,2026-08-05,UTR100227
stl_000228,pay_000228,order_000228,20551.37,411.03,73.99,0.0,20066.35,2026-08-10,UTR100228
stl_000229,pay_000229,order_000229,16983.49,339.67,61.14,0.0,16582.68,2026-08-10,UTR100229
stl_000230,pay_000230,order_000230,20260.79,405.22,72.94,0.0,19782.63,2026-08-07,UTR100230
stl_000231,pay_000231,order_000231,1098.42,21.97,3.95,0.0,1072.5,2026-08-10,UTR100231
stl_000232,pay_000232,order_000232,24606.43,492.13,88.58,0.0,24025.72,2026-08-22,UTR100232
stl_000233,pay_000233,order_000233,21318.57,426.37,76.75,0.0,20815.45,2026-08-05,UTR100233
stl_000234,pay_000234,order_000234,11657.7,233.15,41.97,0.0,11382.58,2026-08-23,UTR100234
stl_000235,pay_000235,order_000235,14603.94,292.08,52.57,0.0,14259.29,2026-08-15,UTR100235
stl_000236,pay_000236,order_000236,12612.24,252.24,45.4,0.0,12314.6,2026-08-10,UTR100236
stl_000237,pay_000237,order_000237,4115.5,82.31,14.82,0.0,4018.37,2026-08-03,UTR100237
stl_000238,pay_000238,order_000238,22370.17,447.4,80.53,0.0,21842.24,2026-08-06,UTR100238
stl_000239,pay_000239,order_000239,19571.3,391.43,70.46,0.0,19109.41,2026-08-10,UTR100239
stl_000240,pay_000240,order_000240,4809.22,96.18,17.31,0.0,4695.73,2026-08-19,UTR100240
stl_000241,pay_000241,order_000241,11881.47,237.63,42.77,0.0,11601.07,2026-08-20,UTR100241
stl_000242,pay_000242,order_000242,6605.36,132.11,23.78,0.0,6449.47,2026-08-06,UTR100242
stl_000243,pay_000243,order_000243,11683.31,233.67,42.06,0.0,11407.58,2026-08-17,UTR100243
stl_000244,pay_000244,order_000244,16855.65,337.11,60.68,0.0,16457.86,2026-08-20,UTR100244
stl_000245,pay_000245,order_000245,15088.58,301.77,54.32,0.0,14732.49,2026-08-17,UTR100245
stl_000246,pay_000246,order_000246,15509.98,310.2,55.84,0.0,15143.94,2026-08-19,UTR100246
stl_000247,pay_000247,order_000247,10955.15,219.1,39.44,0.0,10696.61,2026-08-20,UTR100247
stl_000248,pay_000248,order_000248,11424.88,228.5,41.13,0.0,11155.25,2026-08-08,UTR100248
stl_000249,pay_000249,order_000249,18719.56,374.39,67.39,0.0,18277.78,2026-08-18,UTR100249
stl_000250,pay_000250,order_000250,11526.71,230.53,41.5,0.0,11254.68,2026-08-10,UTR100250
stl_000251,pay_000251,order_000251,21076.64,421.53,75.88,0.0,20579.23,2026-08-11,UTR100251
stl_000252,pay_000252,order_000252,19262.44,385.25,69.34,0.0,18807.85,2026-08-19,UTR100252
stl_000253,pay_000253,order_000253,12372.63,247.45,44.54,0.0,12080.64,2026-08-10,UTR100253
stl_000254,pay_000254,order_000254,7227.64,144.55,26.02,0.0,7057.07,2026-08-05,UTR100254
stl_000255,pay_000255,order_000255,17981.85,359.64,64.74,0.0,17557.47,2026-08-10,UTR100255
stl_000256,pay_000256,order_000256,7157.02,143.14,25.77,0.0,6988.11,2026-08-13,UTR100256
stl_000257,pay_000257,order_000257,22379.16,447.58,80.56,0.0,21851.02,2026-08-05,UTR100257
stl_000258,pay_000258,order_000258,3890.16,77.8,14.0,0.0,3798.36,2026-08-10,UTR100258
stl_000259,pay_000259,order_000259,9884.36,197.69,35.58,0.0,9651.09,2026-08-07,UTR100259
stl_000260,pay_000260,order_000260,17807.27,356.15,64.11,0.0,17387.01,2026-08-05,UTR100260
stl_000261,pay_000261,order_000261,10664.26,213.29,38.39,0.0,10412.58,2026-08-13,UTR100261
stl_000262,pay_000262,order_000262,13793.97,275.88,49.66,0.0,13468.43,2026-08-16,UTR100262
stl_000263,pay_000263,order_000263,2025.51,40.51,7.29,0.0,1977.71,2026-08-16,UTR100263
stl_000264,pay_000264,order_000264,10042.18,200.84,36.15,0.0,9805.19,2026-08-21,UTR100264
stl_000265,pay_000265,order_000265,23678.52,473.57,85.24,0.0,23119.71,2026-08-03,UTR100265
stl_000266,pay_000266,order_000266,21489.93,429.8,77.36,0.0,20982.77,2026-08-21,UTR100266
stl_000267,pay_000267,order_000267,9819.34,196.39,35.35,0.0,9587.6,2026-08-03,UTR100267
